City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Tevaitoa,PF,-16.7833,-151.5,78.69,79,100,15.26,overcast clouds
348,Roald,NO,62.5833,6.1333,67.12,67,20,6.91,few clouds
349,Gilbert,US,33.3528,-111.789,85.35,18,1,1.99,clear sky
350,Sorland,NO,67.667,12.6934,53.67,70,90,5.75,overcast clouds
351,Springdale,US,36.1867,-94.1288,74.19,92,40,5.01,scattered clouds
352,Amuntai,ID,-2.4177,115.2494,79.11,78,97,1.45,overcast clouds
353,Portobelo,PA,9.55,-79.65,80.74,82,100,5.06,overcast clouds
354,Iquitos,PE,-3.7481,-73.2472,83.88,66,60,2.62,broken clouds
355,Murupara,NZ,-38.4667,176.7,54.55,83,100,4.65,overcast clouds
356,Murgab,TM,37.4966,61.9714,89.65,20,0,8.1,clear sky
357,Russell,US,32.3502,-85.1999,80.31,82,90,6.91,overcast clouds
358,Saint-Leu,RE,-21.15,55.2833,70.63,89,37,16.4,scattered clouds
359,Batagay-Alyta,RU,67.8006,130.4114,47.5,43,100,3.96,overcast clouds
360,Narsaq,GL,60.9167,-46.05,51.64,50,15,5.86,few clouds
361,Bend,US,44.0582,-121.3153,46.26,79,1,3.0,clear sky
362,Port Alberni,CA,49.2413,-124.8028,55.67,90,36,0.89,scattered clouds
363,Kavieng,PG,-2.5744,150.7967,81.37,82,99,11.95,moderate rain
364,Bilma,NE,18.6853,12.9164,106.75,7,27,6.15,scattered clouds
365,Columbus,US,39.9612,-82.9988,82.87,76,75,0.0,broken clouds
366,Gravdal,NO,68.1214,13.5031,58.68,82,75,10.36,broken clouds
367,Faya,SA,18.3851,42.4509,87.91,12,52,15.5,broken clouds
368,Fairbanks,US,64.8378,-147.7164,50.09,94,90,5.75,overcast clouds
369,Yakeshi,CN,49.2833,120.7333,54.0,94,92,6.35,overcast clouds
370,Ewo,CG,-0.8725,14.8206,85.84,56,99,4.63,overcast clouds
371,Yar-Sale,RU,66.8333,70.8333,44.67,47,99,9.24,overcast clouds
372,Waupun,US,43.6333,-88.7296,84.06,79,20,4.12,few clouds
373,Riberalta,BO,-10.9833,-66.1,80.56,80,100,1.66,overcast clouds
374,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,75,15,4.97,few clouds
375,Cururupu,BR,-1.8283,-44.8683,87.76,59,54,4.56,broken clouds
376,Ipswich,GB,52.0592,1.1555,75.31,59,20,4.14,few clouds
377,Saint-Georges,GD,12.0564,-61.7485,80.73,80,79,14.9,broken clouds
378,Lufilufi,WS,-13.8745,-171.5986,76.78,76,36,5.82,light rain
379,Solnechnyy,RU,50.7214,136.6319,61.77,76,7,4.03,clear sky
380,Carmelo,UY,-33.9892,-58.2856,62.2,75,89,7.16,overcast clouds
381,Rawson,AR,-43.3002,-65.1023,59.94,48,100,33.98,overcast clouds
382,West Odessa,US,31.8424,-102.4988,81.88,73,75,9.46,haze
383,Tamandare,BR,-8.7597,-35.1047,80.47,75,65,8.59,broken clouds
384,Vestmanna,FO,62.1564,-7.1664,49.12,100,90,10.89,overcast clouds
385,Pisco,PE,-13.7,-76.2167,64.45,77,90,4.61,overcast clouds
386,Whyalla,AU,-33.0333,137.5833,53.37,58,9,20.38,clear sky
387,Ouro Fino,BR,-22.2831,-46.3692,76.33,49,15,0.83,few clouds
388,Pangoa,PE,-12.1167,-73.0,80.17,61,11,2.01,few clouds
389,Izhevskoye,RU,54.5567,40.8703,70.92,73,91,1.72,overcast clouds
390,Thinadhoo,MV,0.5333,72.9333,83.41,73,4,11.52,clear sky
391,Margate,GB,51.3813,1.3862,75.06,77,45,5.97,scattered clouds
392,Bardiyah,LY,31.7561,25.0865,83.46,41,2,7.47,clear sky
393,Ovalle,CL,-30.5983,-71.2003,70.07,36,0,0.78,clear sky
394,Susangerd,IR,31.5608,48.1831,109.42,3,0,23.82,clear sky
395,Grammichele,IT,37.2123,14.6397,75.92,62,47,8.99,scattered clouds
396,Yumen,CN,40.2833,97.2,67.39,22,1,9.64,clear sky
397,Qasigiannguit,GL,68.8193,-51.1922,46.65,61,15,4.14,few clouds
398,Codrington,AU,-38.2667,141.9667,51.67,70,100,28.57,overcast clouds
399,Guane,CU,22.2025,-84.0875,86.63,57,94,12.5,overcast clouds
400,Seshcha,RU,53.7361,33.3387,68.34,77,88,5.06,overcast clouds
401,Aguimes,ES,27.9054,-15.4461,74.66,69,0,25.32,clear sky
402,Ponta Delgada,PT,37.7333,-25.6667,70.52,83,75,9.22,broken clouds
403,Kamina,CD,-8.7386,24.9906,80.15,37,5,5.37,clear sky
404,Kidal,ML,18.4411,1.4078,109.96,5,0,15.05,clear sky
405,Hengshui,CN,37.7322,115.7011,80.28,52,100,13.11,light rain
406,Kokopo,PG,-4.352,152.2633,77.65,86,92,7.81,overcast clouds
407,Hirado,JP,33.3597,129.5531,74.35,79,100,6.02,light rain
408,Mayo,US,38.8876,-76.5119,86.41,77,1,3.0,clear sky
409,Hualmay,PE,-11.0964,-77.6139,67.08,73,93,4.99,overcast clouds
410,Daru,PG,-9.0763,143.2092,77.4,89,71,13.8,broken clouds
411,Mandalgovi,MN,45.7625,106.2708,53.67,48,0,8.75,clear sky
412,Kokkola,FI,63.8385,23.1307,69.96,52,0,1.99,clear sky
413,Aklavik,CA,68.2191,-135.0107,45.32,75,40,5.75,scattered clouds
414,Puerto Del Rosario,ES,28.5004,-13.8627,82.08,78,20,14.97,few clouds
415,Senneterre,CA,48.3835,-77.2328,73.69,47,50,6.08,scattered clouds
416,Wajir,KE,1.7471,40.0573,86.7,41,97,17.74,overcast clouds
417,Tranas,SE,58.0372,14.9782,72.37,38,91,6.08,overcast clouds
418,Labuhan,ID,-6.8844,112.2051,80.29,80,92,5.44,overcast clouds
419,Lasa,IT,46.6166,10.7002,75.11,92,100,2.57,overcast clouds
420,Maniitsoq,GL,65.4167,-52.9,44.74,76,85,8.68,overcast clouds
421,San Cristobal,VE,7.7669,-72.225,79.92,53,65,8.16,broken clouds
422,Garoua,CM,9.3,13.4,101.32,26,91,9.89,overcast clouds
423,Karratha,AU,-20.7377,116.8463,74.88,57,100,9.91,overcast clouds
424,Tete,MZ,-16.1564,33.5867,74.12,53,78,6.17,broken clouds
425,Puerto Colombia,CO,10.9878,-74.9547,81.01,76,100,1.36,overcast clouds
426,Waitati,NZ,-45.75,170.5667,49.8,78,75,4.54,broken clouds
427,Husavik,IS,66.0449,-17.3389,58.91,79,76,6.51,broken clouds
428,Whitehorse,CA,60.7161,-135.0538,49.1,59,21,1.36,few clouds
429,Kupang,ID,-10.1667,123.5833,76.12,71,84,11.77,broken clouds
430,Fomboni,KM,-12.28,43.7425,78.37,69,9,17.4,clear sky
431,Severo-Yeniseyskiy,RU,60.3725,93.0408,49.8,89,98,7.07,light rain
432,Anjozorobe,MG,-18.4,47.8667,57.52,85,50,9.8,scattered clouds
433,Cilegon,ID,-6.0174,106.0538,82.29,80,82,4.7,broken clouds
434,Winslow,US,35.0242,-110.6974,73.96,16,1,1.99,clear sky
435,Madimba,TZ,-10.4,40.3333,76.77,75,74,13.62,broken clouds
436,Pacific Grove,US,36.6177,-121.9166,57.94,81,19,1.99,few clouds
437,Verkhoyansk,RU,67.5447,133.385,50.07,79,100,4.05,overcast clouds
438,Chapais,CA,49.7834,-74.8492,60.58,37,37,9.48,scattered clouds
439,Lata,PT,40.1629,-8.3327,85.05,47,1,9.57,clear sky
440,West Lorne,CA,42.6001,-81.5998,79.95,77,55,8.79,broken clouds
441,Albion,US,42.2431,-84.753,80.2,77,90,6.64,overcast clouds
442,Mukhen,RU,48.1,136.1,61.52,88,8,4.59,clear sky
443,Turan,VN,16.0678,108.2208,84.25,94,75,6.91,broken clouds
444,Quelimane,MZ,-17.8786,36.8883,69.4,73,26,4.92,scattered clouds
445,Sur,OM,22.5667,59.5289,91.35,61,1,8.05,clear sky
446,Xinmin,CN,41.9908,122.8253,70.05,69,81,6.67,broken clouds
447,Urumqi,CN,43.801,87.6005,79.75,23,20,2.66,few clouds
448,Grindavik,IS,63.8424,-22.4338,51.75,81,75,8.72,broken clouds
449,Shawnee,US,39.05,-95.7669,81.05,71,75,1.99,broken clouds
450,Tezu,IN,27.9167,96.1667,75.72,87,97,2.95,overcast clouds
451,Tongliao,CN,43.6125,122.2653,70.99,57,95,13.71,overcast clouds
452,Iqaluit,CA,63.7506,-68.5145,35.33,80,90,10.0,overcast clouds
453,Hay River,CA,60.8156,-115.7999,41.32,80,100,0.83,overcast clouds
454,Nayoro,JP,44.3506,142.4578,44.53,89,100,1.97,overcast clouds
455,Nizwa,OM,22.9333,57.5333,85.86,56,80,11.61,broken clouds
456,Lapeer,US,43.0514,-83.3188,81.25,73,90,0.0,overcast clouds
457,Urucara,BR,-2.5364,-57.76,91.69,50,45,3.85,scattered clouds
458,Dicabisagan,PH,17.0818,122.4157,80.15,86,100,2.84,light rain
459,Amurzet,RU,47.6967,131.0981,64.27,72,65,4.88,broken clouds
460,Panzhihua,CN,26.5851,101.7128,71.19,84,100,2.39,overcast clouds
461,Chicama,PE,-7.8447,-79.1469,64.94,72,93,7.14,overcast clouds
462,Jardim,BR,-21.4803,-56.1381,75.27,73,99,3.6,overcast clouds
463,Arman,RU,59.7,150.1667,42.89,91,10,0.76,clear sky
464,Vila Do Maio,CV,15.1333,-23.2167,90.39,84,1,14.88,clear sky
465,Pangkalanbuun,ID,-2.6833,111.6167,75.83,93,100,2.15,overcast clouds
466,Palestine,PS,31.9216,35.2033,74.93,47,34,14.63,scattered clouds
467,Rome,US,34.257,-85.1647,81.88,80,75,1.99,broken clouds
468,Penzance,GB,50.1186,-5.5371,63.61,83,40,14.97,scattered clouds
469,Coahuayana,MX,18.7333,-103.6833,86.83,57,15,1.39,few clouds
470,Lovozero,RU,68.005,35.0117,59.31,57,62,8.37,broken clouds
471,Marzuq,YE,14.4,46.4667,92.73,22,49,8.5,scattered clouds
472,Muros,ES,42.7762,-9.0603,79.68,43,15,16.22,few clouds
473,Champerico,GT,14.3,-91.9167,87.35,73,100,4.18,overcast clouds
474,Belaya Gora,RU,68.5333,146.4167,39.38,81,5,7.11,clear sky
475,Yangjiang,CN,21.85,111.9667,78.78,87,58,3.36,broken clouds
476,Evanston,US,42.0411,-87.6901,82.15,73,75,1.63,broken clouds
477,Porbandar,IN,21.6422,69.6093,86.56,73,16,16.55,few clouds
478,Brownsville,US,25.9018,-97.4975,87.03,77,75,7.0,broken clouds
479,Fukuma,JP,33.7667,130.4667,77.09,74,100,2.37,overcast clouds
480,Proletariy,RU,58.4342,31.7046,70.41,53,34,9.6,scattered clouds
481,Puerto Leguizamo,CO,-0.1934,-74.7819,75.61,81,98,2.35,overcast clouds
482,Colesberg,ZA,-30.72,25.0972,56.08,40,97,9.66,overcast clouds
483,Ca Mau,VN,9.1769,105.15,78.49,89,92,3.89,overcast clouds
484,Rio Bananal,BR,-19.265,-40.3333,84.67,48,6,2.44,clear sky
485,Bereda,ES,43.2686,-7.5406,76.41,38,19,6.76,few clouds
486,Filingue,NE,14.3521,3.3168,106.11,18,7,5.14,clear sky
487,Bozhou,CN,33.8772,115.7703,81.25,41,98,9.53,light rain
488,Mount Gambier,AU,-37.8333,140.7667,50.09,64,100,17.18,overcast clouds
489,Abonnema,NG,4.7084,6.7931,84.85,70,83,7.74,moderate rain
490,Prabumulih,ID,-3.45,104.25,75.61,89,100,3.71,overcast clouds
491,Itai,BR,-23.4178,-49.0906,62.6,86,100,8.5,light rain
492,Zdvinsk,RU,54.7021,78.661,53.89,66,6,15.12,clear sky
493,San Rafael,AR,-34.6177,-68.3301,60.3,40,100,12.39,overcast clouds
494,Lorengau,PG,-2.0226,147.2712,80.76,79,74,1.61,broken clouds
495,Shelburne,CA,44.0787,-80.2041,72.9,98,95,2.19,overcast clouds
496,Bouca,CF,6.5105,18.2733,75.22,83,100,3.06,overcast clouds
497,Santa Cruz,BO,-17.8,-63.1667,68.05,83,75,17.27,broken clouds
498,Axim,GH,4.8699,-2.2405,84.34,70,51,9.78,light rain
499,Punuare,HN,14.7333,-85.9667,92.16,56,55,3.78,broken clouds
500,Verkhnevilyuysk,RU,63.4453,120.3167,43.74,97,33,4.61,light rain
501,Matagami,CA,49.7502,-77.6328,64.9,41,100,6.69,overcast clouds
502,Hat Yai,TH,7.0084,100.4767,82.58,89,20,1.45,few clouds
503,Ballina,AU,-28.8667,153.5667,66.16,73,40,9.22,scattered clouds
504,Porto Novo,BJ,6.4965,2.6036,73.22,65,91,8.12,moderate rain
505,Seevetal,DE,53.4,9.9667,76.57,56,0,5.41,clear sky
506,Kudahuvadhoo,MV,2.6708,72.8944,83.66,71,68,15.01,broken clouds
507,Alekseyevsk,RU,57.8406,108.3492,46.15,51,5,3.8,clear sky
508,Vestmannaeyjar,IS,63.4427,-20.2734,49.01,76,100,4.54,overcast clouds
509,Sinnamary,GF,5.3833,-52.95,80.69,87,50,10.85,scattered clouds
510,Kaka,TM,37.3482,59.6143,89.92,24,0,5.66,clear sky
511,Nelson Bay,AU,-32.7167,152.15,55.09,95,100,1.01,light rain
512,Sisian,AM,39.5256,46.0251,79.16,58,26,3.11,scattered clouds
513,Ingenbohl,CH,47.0046,8.6148,71.62,73,75,3.69,broken clouds
514,Gazli,UZ,40.1333,63.45,91.18,13,0,13.11,clear sky
515,Nome,US,64.5011,-165.4064,37.47,87,90,4.61,light rain
516,Nago,JP,26.5881,127.9761,77.85,88,100,7.29,overcast clouds
517,San Francisco,US,37.7749,-122.4194,59.13,83,75,5.01,broken clouds
518,Kosovo Polje,XK,42.6394,21.0961,76.96,43,20,11.01,few clouds
519,Sambava,MG,-14.2667,50.1667,74.89,67,0,13.6,clear sky
520,Olafsvik,IS,64.8945,-23.7142,47.95,81,100,4.18,overcast clouds
521,Sivaki,RU,52.6333,126.75,64.69,61,75,10.63,broken clouds
522,Baykit,RU,61.67,96.37,43.47,79,100,9.69,overcast clouds
523,Beringovskiy,RU,63.05,179.3167,34.93,99,100,1.77,overcast clouds
524,Miguel Hidalgo,MX,19.4225,-99.2028,69.73,42,75,2.33,broken clouds
525,Tshikapa,CD,-6.4167,20.8,93.2,28,62,4.12,broken clouds
526,Lixourion,GR,38.2019,20.4314,84.06,57,0,11.21,clear sky
527,Custoias,PT,41.1053,-7.321,87.08,14,2,10.98,clear sky
528,Alta Floresta,BR,-9.8756,-56.0861,86.34,41,83,5.41,broken clouds
529,Abu Zabad,SD,12.35,29.25,96.96,25,61,6.96,broken clouds
530,Broome,US,42.2506,-75.833,78.93,86,75,1.99,broken clouds
531,Necocli,CO,8.4234,-76.786,79.95,85,58,8.48,broken clouds
532,Acatzingo,MX,18.9833,-97.7833,65.52,53,42,1.97,scattered clouds
533,Bairiki,KI,1.3292,172.9752,77.0,94,75,7.18,broken clouds
534,Kungurtug,RU,50.5994,97.5228,46.85,81,26,3.8,scattered clouds
535,Ha Giang,VN,22.8333,104.9833,76.73,96,58,1.59,broken clouds
536,Benguela,AO,-12.5763,13.4055,83.97,46,82,6.55,broken clouds
537,East Hemet,US,33.74,-116.9389,72.32,76,59,1.99,broken clouds
538,Port-Cartier,CA,50.0334,-66.8654,69.08,41,16,14.63,few clouds
539,Conde,BR,-7.2597,-34.9075,80.82,74,98,11.7,overcast clouds
540,Adjumani,UG,3.3779,31.7909,84.6,46,48,1.99,scattered clouds
541,Canmore,CA,51.0834,-115.3521,48.24,70,75,3.18,broken clouds
542,Inirida,CO,3.8653,-67.9239,86.63,64,95,1.05,overcast clouds
543,Salinopolis,BR,-0.6136,-47.3561,84.13,71,96,6.98,moderate rain
544,Auki,SB,-8.7676,160.7034,75.56,87,79,5.39,broken clouds
545,Kincardine,GB,56.0667,-3.7167,69.93,65,96,10.47,overcast clouds
546,Bukachacha,RU,52.9833,116.9167,51.24,96,100,4.43,overcast clouds
547,Taywarah,AF,33.35,64.4167,74.21,16,73,16.67,broken clouds
548,Punta Gorda,US,26.9298,-82.0454,89.01,60,40,7.0,scattered clouds
549,Igrim,RU,63.1906,64.4162,54.9,30,66,7.4,broken clouds
550,Raudeberg,NO,61.9875,5.1352,65.8,78,14,1.66,few clouds
551,La Libertad,EC,-2.2333,-80.9,73.51,75,83,6.89,broken clouds
552,Along,IN,28.1667,94.7667,72.59,99,95,3.13,overcast clouds
553,Armidale,AU,-30.5167,151.65,44.82,96,99,15.52,light rain
554,Gaoua,BF,10.2992,-3.2508,97.27,34,16,4.59,few clouds
555,Melo,UY,-32.3667,-54.1833,61.43,84,100,12.28,overcast clouds
556,Vaitape,PF,-16.5167,-151.75,79.11,78,100,14.85,overcast clouds
557,Galesong,ID,-5.3166,119.3661,77.02,82,94,7.18,overcast clouds
558,Taoudenni,ML,22.6783,-3.9836,117.91,6,4,11.77,clear sky
559,Ukiah,US,39.1502,-123.2078,55.13,82,91,1.01,overcast clouds
560,Udhampur,IN,32.9333,75.1333,92.3,27,0,1.25,clear sky
561,Plouzane,FR,48.3833,-4.6167,73.49,72,20,8.3,few clouds
562,Lagos,NG,6.5833,3.75,80.11,85,100,5.03,overcast clouds
563,Aksarka,RU,66.5606,67.7975,47.97,41,97,4.38,overcast clouds
564,Pemba,MZ,-12.974,40.5178,77.72,71,24,18.63,light rain
565,Tire,TR,38.0888,27.7351,86.74,32,24,12.33,few clouds
566,Oktyabrskiy,RU,54.4815,53.471,67.82,72,46,6.67,scattered clouds
567,Kurtamysh,RU,54.9103,64.4319,59.52,54,7,11.01,clear sky
568,Vicuna,CL,-30.0319,-70.7081,47.93,11,0,3.36,clear sky
569,Agua Verde,MX,22.9,-106.05,88.12,68,100,2.48,overcast clouds
570,Nortelandia,BR,-14.4547,-56.8028,92.91,32,27,4.41,scattered clouds
571,Adre,TD,13.4667,22.2,99.39,15,32,9.75,scattered clouds
572,Leiyang,CN,26.4024,112.8591,80.37,78,100,3.42,overcast clouds
573,Kieta,PG,-6.2167,155.6333,80.33,83,94,7.02,overcast clouds
574,Salou,ES,41.0766,1.1416,85.84,67,20,7.0,few clouds
575,Saskylakh,RU,71.9167,114.0833,39.74,61,98,11.16,overcast clouds
576,Santa Maria,BR,-29.6842,-53.8069,62.2,92,100,5.03,light rain
577,Snezhnogorsk,RU,69.1933,33.2531,62.38,70,100,6.85,overcast clouds
578,Morden,CA,49.1919,-98.1014,72.23,62,100,5.17,overcast clouds
579,Srednekolymsk,RU,67.45,153.6833,41.2,76,69,13.58,broken clouds
580,Sakaiminato,JP,35.55,133.2333,66.78,84,82,3.2,broken clouds
581,Realeza,BR,-25.7689,-53.5325,60.28,97,100,5.28,light rain
582,Bom Jesus,BR,-9.0744,-44.3586,94.19,26,59,7.61,broken clouds
583,Aliaga,PH,15.5167,120.8667,80.1,87,100,4.36,overcast clouds
584,Boysun,UZ,38.2061,67.1986,80.92,26,0,9.66,clear sky
585,Yeppoon,AU,-23.1333,150.7333,60.58,82,99,7.43,light rain
586,Ahipara,NZ,-35.1667,173.1667,59.23,85,94,13.2,overcast clouds
587,Maua,BR,-23.6678,-46.4614,68.09,97,94,6.38,overcast clouds
588,Pocoes,BR,-14.5297,-40.3653,80.17,47,72,6.42,broken clouds
589,Maumere,ID,-8.6199,122.2111,77.5,79,100,6.35,overcast clouds
590,Aswan,EG,24.0934,32.907,105.91,9,0,17.49,clear sky
591,Henties Bay,NA,-22.116,14.2845,63.86,67,0,11.99,clear sky
592,Ranong,TH,9.9658,98.6348,79.99,86,100,11.97,overcast clouds
593,Owensboro,US,37.7742,-87.1133,78.89,94,20,6.91,few clouds
594,Marsaxlokk,MT,35.8419,14.5431,77.61,57,20,16.11,few clouds
595,Boyolangu,ID,-8.1181,111.8935,76.08,88,95,2.51,overcast clouds
596,Ngunguru,NZ,-35.6167,174.5,57.16,92,95,23.76,overcast clouds
597,Pokhara,NP,28.2333,83.9833,73.53,73,95,6.44,overcast clouds
598,Tomatlan,MX,19.9333,-105.25,86.65,52,39,3.4,scattered clouds
599,Bayevo,RU,53.2833,80.7667,68.68,60,89,12.03,overcast clouds
600,Marathon,US,44.9,-89.7668,81.99,76,1,2.59,clear sky
601,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,10.36,broken clouds
602,Mareeba,AU,-17.0,145.4333,65.12,96,42,0.89,scattered clouds
603,Bathsheba,BB,13.2167,-59.5167,88.41,55,40,19.44,scattered clouds
604,Terrace,CA,54.5163,-128.6035,50.43,73,81,3.4,broken clouds
605,Dongsheng,CN,39.8161,109.9776,69.58,20,69,9.19,broken clouds
606,Point Pedro,LK,9.8167,80.2333,83.19,79,96,21.47,overcast clouds
607,Jesus Carranza,MX,17.4333,-95.0333,85.39,66,97,5.06,overcast clouds
608,Faratsiho,MG,-19.4,46.95,51.51,61,51,4.41,broken clouds
609,Harrison,US,30.4091,-89.0436,87.82,82,75,14.97,broken clouds
610,Salisbury,GB,51.0693,-1.7957,74.28,50,75,9.22,broken clouds
611,Rio Cuarto,AR,-33.1307,-64.3499,58.84,58,0,14.97,clear sky
612,Escarcega,MX,18.6089,-90.7454,88.5,52,100,7.7,overcast clouds
613,Mananjary,MG,-21.2167,48.3333,67.98,75,1,5.03,clear sky
614,Mykolayivka,UA,47.5414,30.7561,73.44,60,100,10.8,overcast clouds
615,Hailar,CN,49.2,119.7,55.51,84,63,8.66,broken clouds
616,Ulaanbaatar,MN,47.9077,106.8832,48.33,71,20,5.17,few clouds
617,Muisne,EC,0.6,-80.0333,78.21,80,95,6.22,overcast clouds
618,Innisfail,AU,-17.5333,146.0333,67.33,95,13,3.96,few clouds
619,Sungairaya,ID,0.7,108.9,79.66,85,100,1.3,overcast clouds
620,Evensk,RU,61.95,159.2333,43.86,95,90,4.79,overcast clouds
621,Ambulu,ID,-8.345,113.6058,76.26,89,77,3.65,broken clouds
622,Spirovo,RU,57.419,34.9766,66.52,76,90,8.99,overcast clouds
623,Thessalon,CA,46.2501,-83.5666,79.09,88,74,4.5,broken clouds
624,Buta,CD,2.7858,24.73,87.33,51,74,0.85,broken clouds
625,Huarmey,PE,-10.0681,-78.1522,68.63,74,92,6.8,overcast clouds
626,Bujaru,BR,-1.515,-48.0447,82.42,51,93,3.94,overcast clouds
627,Murici,BR,-9.3067,-35.9433,79.09,78,72,9.04,broken clouds
628,Tupanatinga,BR,-8.7533,-37.3397,78.28,60,81,10.36,broken clouds
629,Buala,SB,-8.145,159.5921,79.45,82,88,8.9,overcast clouds
630,Killarney,IE,52.05,-9.5167,59.94,93,99,6.78,overcast clouds
631,Cavalcante,BR,-13.7975,-47.4583,82.62,34,90,7.87,overcast clouds
632,Christchurch,NZ,-43.5333,172.6333,52.92,97,90,4.0,fog
633,Sakakah,SA,29.9697,40.2064,101.37,6,0,14.76,clear sky
634,Vilyuysk,RU,63.7553,121.6247,45.39,98,73,5.06,light rain
635,Alquizar,CU,22.8058,-82.5842,84.69,54,100,11.92,overcast clouds
636,Shache,CN,38.4167,77.2406,86.72,17,66,9.28,broken clouds
637,Inta,RU,66.0317,60.1659,51.58,37,72,10.96,broken clouds
638,Mokhsogollokh,RU,61.4681,128.9203,60.73,60,67,6.98,broken clouds
639,Surt,LY,31.2089,16.5887,74.59,69,11,13.76,few clouds
640,Leningradskiy,RU,69.3833,178.4167,34.29,88,37,9.4,scattered clouds
641,Torres,BR,-29.3353,-49.7269,64.26,80,100,6.89,moderate rain
642,Maine-Soroa,NE,13.2114,12.0241,105.85,11,54,12.75,broken clouds
643,Linhares,BR,-19.3911,-40.0722,85.5,49,9,1.81,clear sky
644,Paita,PE,-5.0892,-81.1144,77.56,71,64,9.33,broken clouds
645,Flinders,AU,-34.5833,150.8552,55.18,67,100,1.01,overcast clouds
646,Fort-Shevchenko,KZ,44.5086,50.263,69.8,61,0,9.82,clear sky
647,Aktas,KZ,49.7789,72.9608,67.75,52,91,9.4,overcast clouds
648,Kendari,ID,-3.945,122.4989,75.78,85,40,1.72,scattered clouds
649,Gao,ML,16.6362,1.637,108.14,11,10,4.25,clear sky
650,Placido De Castro,BR,-10.3353,-67.1856,80.37,77,99,1.1,overcast clouds
651,Campo Maior,BR,-4.8278,-42.1686,91.99,40,74,4.32,broken clouds
652,Xuddur,SO,4.1213,43.8894,82.26,53,63,21.77,broken clouds
653,Krasnoarmeyskiy,RU,47.0114,42.2072,67.42,75,92,10.42,light rain
654,Conroe,US,30.3119,-95.456,87.62,77,40,1.01,scattered clouds
655,Laurinburg,US,34.7741,-79.4628,79.02,90,90,6.91,overcast clouds
656,Crasna,RO,47.1667,22.9,79.16,61,10,5.86,clear sky
657,Coruripe,BR,-10.1256,-36.1756,80.62,72,86,11.18,overcast clouds
658,Tulun,RU,54.5611,100.5792,53.98,84,0,5.95,clear sky
659,Mazagao,BR,-0.115,-51.2894,89.65,63,81,4.05,broken clouds
660,Alofi,NU,-19.0595,-169.9187,76.89,94,75,10.36,broken clouds
661,Menongue,AO,-14.6585,17.691,81.09,18,80,1.7,broken clouds
662,Malartic,CA,48.1335,-78.1328,71.02,60,53,5.41,broken clouds
663,Ipixuna,BR,-1.7625,-48.8043,82.35,63,97,2.24,overcast clouds
664,Tabou,CI,4.423,-7.3528,83.64,69,92,7.76,overcast clouds
665,Bilibino,RU,68.0546,166.4372,49.91,87,100,6.17,light rain
666,Safranbolu,TR,41.2508,32.6942,64.13,75,100,1.95,overcast clouds
667,Dakar,SN,14.6937,-17.4441,95.88,76,5,11.21,clear sky
668,Pilar,BR,-9.5972,-35.9567,78.73,75,60,9.66,broken clouds
669,Podyuga,RU,61.095,40.8647,66.15,32,2,6.42,clear sky
670,Bafq,IR,31.6128,55.4107,99.88,8,0,13.85,clear sky
671,Susehri,TR,40.1644,38.0867,70.56,46,47,5.5,scattered clouds
672,Terebovlya,UA,49.3019,25.71,68.65,76,14,9.75,few clouds
673,Umm Kaddadah,SD,13.6017,26.6876,102.7,11,33,5.97,scattered clouds
674,Granville,AU,-33.8333,151.0167,55.36,95,75,4.99,light rain
675,Guajara,BR,-2.9667,-57.6667,90.7,53,74,3.27,broken clouds
676,Punto Fijo,VE,11.6956,-70.1996,83.98,66,99,22.44,overcast clouds
677,Machali,CL,-34.1833,-70.6667,56.48,51,2,1.95,haze
